date,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-03-12,Wayne County,106,120,,100,98,101
2020-03-12,Wells County,100,115,,,100,101
2020-03-12,White County,114,152,,,103,100
2020-03-12,Whitley County,108,123,,,101,101
2020-03-13,,105,127,137,105,96,101
2020-03-13,Adams County,102,117,,,103,100
2020-03-13,Allen County,100,124,129,101,98,101
2020-03-13,Bartholomew County,105,132,,111,86,103
2020-03-13,Benton County,,,,,96,
2020-03-13,Blackford County,116,139,,,106,
2020-03-13,Boone County,100,130,,114,83,107
2020-03-13,Brown County,123,154,,,99,
2020-03-13,Carroll County,110,160,,,98,
2020-03-13,Cass County,113,130,,,104,100
2020-03-13,Clark County,105,144,141,110,99,100
2020-03-13,Clay County,112,106,,122,101,99
2020-03-13,Clinton County,111,124,,,98,99
2020-03-13,Crawford County,,,,103,95,
2020-03-13,Daviess County,112,130,,,102,100
2020-03-13,Dearborn County,109,128,,,100,100
2020-03-13,Decatur County,108,128,,121,88,101
2020-03-13,DeKalb County,100,136,,,101,100
2020-03-13,Delaware County,108,132,,114,98,100
2020-03-13,Dubois County,108,139,,,99,101
2020-03-13,Elkhart County,111,116,143,100,104,99
2020-03-13,Fayette County,110,129,,,99,99
2020-03-13,Floyd County,103,139,,,95,101
2020-03-13,Fountain County,102,134,,,96,
2020-03-13,Franklin County,111,130,,,104,
2020-03-13,Fulton County,113,154,,94,93,
2020-03-13,Gibson County,114,143,,99,101,101
2020-03-13,Grant County,108,128,,108,103,100
2020-03-13,Greene County,114,131,,,96,100
2020-03-13,Hamilton County,103,136,152,,90,104
2020-03-13,Hancock County,104,166,,105,85,104
2020-03-13,Harrison County,112,134,,,99,100
2020-03-13,Hendricks County,105,130,,112,85,106
2020-03-13,Henry County,110,120,,100,99,101
2020-03-13,Howard County,104,126,,,96,101
2020-03-13,Huntington County,111,131,,,100,101
2020-03-13,Jackson County,109,129,,115,98,100
2020-03-13,Jasper County,109,127,,116,102,99
2020-03-13,Jay County,106,123,,,99,
2020-03-13,Jefferson County,119,133,,,102,99
2020-03-13,Jennings County,113,138,,,103,99
2020-03-13,Johnson County,103,152,,117,92,103
2020-03-13,Knox County,104,135,,,99,100
2020-03-13,Kosciusko County,105,134,,,95,101
2020-03-13,LaGrange County,95,131,,109,106,99
2020-03-13,Lake County,109,137,138,104,100,100
2020-03-13,LaPorte County,107,126,126,105,100,99
2020-03-13,Lawrence County,110,126,,,103,101
2020-03-13,Madison County,110,125,,106,97,100
2020-03-13,Marion County,99,123,124,94,88,104
2020-03-13,Marshall County,111,125,,107,94,101
2020-03-13,Martin County,107,,,,101,
2020-03-13,Miami County,110,125,,,98,100
2020-03-13,Monroe County,98,136,,117,84,103
2020-03-13,Montgomery County,115,120,,,98,101
2020-03-13,Morgan County,112,140,,,97,101
2020-03-13,Newton County,125,,,,103,
2020-03-13,Noble County,106,136,,,103,100
2020-03-13,Orange County,103,139,,,105,
2020-03-13,Owen County,114,148,,,98,
2020-03-13,Parke County,124,128,,,102,
2020-03-13,Perry County,107,134,,,96,
2020-03-13,Pike County,,118,,,110,
2020-03-13,Porter County,106,133,153,108,99,100
2020-03-13,Posey County,123,131,,,105,
2020-03-13,Pulaski County,114,118,,,103,
2020-03-13,Putnam County,111,124,,,99,99
2020-03-13,Randolph County,115,155,,,103,100
2020-03-13,Ripley County,108,132,,,101,100
2020-03-13,Rush County,94,130,,,100,
2020-03-13,Scott County,117,132,,,100,
2020-03-13,Shelby County,110,129,,98,100,101
2020-03-13,Spencer County,119,161,,,97,
2020-03-13,St. Joseph County,104,126,117,112,91,103
2020-03-13,Starke County,108,138,,,101,
2020-03-13,Steuben County,110,133,,104,103,100
2020-03-13,Sullivan County,126,137,,,107,
2020-03-13,Switzerland County,,114,,,113,
2020-03-13,Tippecanoe County,105,131,129,106,97,101
2020-03-13,Tipton County,95,160,,,100,
2020-03-13,Union County,,,,,105,
2020-03-13,Vanderburgh County,108,133,,,98,101
2020-03-13,Vermillion County,111,,,93,103,
2020-03-13,Vigo County,111,128,,108,99,100
2020-03-13,Wabash County,110,136,,,103,100
2020-03-13,Warren County,,,,,93,
2020-03-13,Warrick County,113,133,,,101,100
2020-03-13,Washington County,120,130,,,102,100
2020-03-13,Wayne County,101,117,,111,101,101
2020-03-13,Wells County,109,138,,,102,101
2020-03-13,White County,120,148,,122,98,100
2020-03-13,Whitley County,109,137,,,99,101
2020-03-14,,93,115,101,101,99,103
2020-03-14,Adams County,105,127,,,100,
2020-03-14,Allen County,89,116,103,97,99,102
2020-03-14,Bartholomew County,91,121,81,133,96,102
2020-03-14,Blackford County,82,114,,,,
2020-03-14,Boone County,88,106,,113,93,
2020-03-14,Brown County,111,113,,,100,
2020-03-14,Carroll County,105,133,,,102,
2020-03-14,Cass County,108,129,,,91,
2020-03-14,Clark County,91,122,112,103,101,104
2020-03-14,Clay County,103,109,,107,89,
2020-03-14,Clinton County,92,108,,,104,
2020-03-14,Crawford County,,,,104,,
2020-03-14,Daviess County,98,115,,,112,
2020-03-14,Dearborn County,94,119,,,95,
2020-03-14,Decatur County,101,125,,104,99,
2020-03-14,DeKalb County,104,160,,,108,
2020-03-14,Delaware County,89,109,,113,100,103
2020-03-14,Dubois County,96,132,,,102,
2020-03-14,Elkhart County,113,114,,109,110,100
2020-03-14,Fayette County,103,107,,,102,
2020-03-14,Floyd County,91,122,,,97,104
2020-03-14,Fountain County,93,119,,,,
2020-03-14,Franklin County,104,139,,,95,
2020-03-14,Fulton County,110,156,,,95,
2020-03-14,Gibson County,102,137,,101,123,
2020-03-14,Grant County,96,113,,106,105,102
2020-03-14,Greene County,92,114,,,91,
2020-03-14,Hamilton County,80,109,93,,94,106
2020-03-14,Hancock County,90,158,,106,98,104
2020-03-14,Harrison County,93,121,,,96,
2020-03-14,Hendricks County,85,107,74,118,98,105
2020-03-14,Henry County,97,120,,99,99,
2020-03-14,Howard County,85,116,,,92,103
2020-03-14,Huntington County,104,127,,,102,
2020-03-14,Jackson County,102,124,,,99,
2020-03-14,Jasper County,101,126,,121,100,
2020-03-14,Jay County,92,111,,,103,
2020-03-14,Jefferson County,102,114,,,107,
2020-03-14,Jennings County,104,126,,,102,
2020-03-14,Johnson County,83,121,,106,96,105
2020-03-14,Knox County,98,119,,,114,
2020-03-14,Kosciusko County,107,125,,,103,101
2020-03-14,LaGrange County,88,146,98,113,107,
2020-03-14,Lake County,101,128,120,106,102,101
2020-03-14,LaPorte County,103,122,126,104,100,102
2020-03-14,Lawrence County,96,108,,,99,
2020-03-14,Madison County,95,112,,94,98,103
2020-03-14,Marion County,82,105,90,87,97,104
2020-03-14,Marshall County,113,124,,116,104,
2020-03-14,Martin County,92,116,,,,
2020-03-14,Miami County,99,119,,,98,
2020-03-14,Monroe County,81,111,79,91,91,104
2020-03-14,Montgomery County,104,113,,,94,
2020-03-14,Morgan County,94,131,,,100,104
2020-03-14,Newton County,108,,,,102,
2020-03-14,Noble County,106,133,,,110,
2020-03-14,Orange County,90,130,,,104,
2020-03-14,Owen County,103,117,,,112,
2020-03-14,Parke County,95,116,,,,
2020-03-14,Perry County,99,,,,93,
2020-03-14,Porter County,94,119,138,113,102,102
2020-03-14,Posey County,101,134,,,110,
2020-03-14,Pulaski County,112,,,,,
2020-03-14,Putnam County,99,127,,,104,
2020-03-14,Randolph County,103,137,,,101,
2020-03-14,Ripley County,99,132,,,99,
2020-03-14,Rush County,98,111,,,101,
2020-03-14,Scott County,107,129,,,100,
2020-03-14,Shelby County,94,119,,87,98,
2020-03-14,Spencer County,97,120,,,98,
2020-03-14,St. Joseph County,97,115,115,100,98,102
2020-03-14,Starke County,113,128,,,101,
2020-03-14,Steuben County,106,127,,106,111,
2020-03-14,Sullivan County,106,121,,,98,
2020-03-14,Switzerland County,,112,,,,
2020-03-14,Tippecanoe County,85,107,85,107,102,102
2020-03-14,Tipton County,111,124,,,106,
2020-03-14,Vanderburgh County,86,115,73,,98,103
2020-03-14,Vermillion County,93,136,,,102,
2020-03-14,Vigo County,98,117,91,120,97,102
2020-03-14,Wabash County,97,115,,,107,
2020-03-14,Warrick County,96,122,,,102,
2020-03-14,Washington County,100,117,,,99,
2020-03-14,Wayne County,86,105,,109,100,104
2020-03-14,Wells County,108,135,,,103,
2020-03-14,White County,107,132,,,101,
2020-03-14,Whitley County,101,144,,,101,
2020-03-15,,93,112,137,100,95,102
2020-03-15,Adams County,97,,,,91,
2020-03-15,Allen County,89,108,167,94,96,102
2020-03-15,Bartholomew County,90,101,92,125,95,103
2020-03-15,Blackford County,89,113,,,,
2020-03-15,Boone County,91,107,,107,82,
2020-03-15,Brown County,127,112,,,93,
2020-03-15,Carroll County,,121,,,92,
2020-03-15,Cass County,100,119,,,100,
2020-03-15,Clark County,89,123,113,117,98,103
2020-03-15,Clay County,103,112,,112,99,
2020-03-15,Clinton County,105,115,,,89,
2020-03-15,Crawford County,,,,94,,
2020-03-15,Daviess County,104,120,,,97,
2020-03-15,Dearborn County,97,129,,,94,
2020-03-15,Decatur County,106,127,,107,99,
2020-03-15,DeKalb County,97,138,,,99,
2020-03-15,Delaware County,95,110,,116,95,102
2020-03-15,Dubois County,98,125,,,100,
2020-03-15,Elkhart County,109,108,,121,98,101
2020-03-15,Fayette County,99,114,,,103,
2020-03-15,Floyd County,89,114,,,92,104
2020-03-15,Fountain County,83,122,,,,
2020-03-15,Franklin County,114,125,,,91,
2020-03-15,Fulton County,118,125,,,102,
2020-03-15,Gibson County,101,143,,106,97,
2020-03-15,Grant County,101,114,,111,101,102
2020-03-15,Greene County,98,119,,,92,
2020-03-15,Hamilton County,85,108,149,,86,105
2020-03-15,Hancock County,96,162,,104,95,
2020-03-15,Harrison County,90,125,,,96,
2020-03-15,Hendricks County,91,107,,112,93,104
2020-03-15,Henry County,104,119,,97,94,
2020-03-15,Howard County,93,111,,,90,103
2020-03-15,Huntington County,105,125,,,95,
2020-03-15,Jackson County,99,109,,,93,
2020-03-15,Jasper County,102,118,,121,93,
2020-03-15,Jay County,90,129,,,100,
2020-03-15,Jefferson County,97,117,,,96,
2020-03-15,Jennings County,107,128,,,98,
2020-03-15,Johnson County,93,116,,103,91,104
2020-03-15,Knox County,103,127,,,97,
2020-03-15,Kosciusko County,100,115,,,95,
2020-03-15,LaGrange County,112,115,,109,96,
2020-03-15,Lake County,97,117,127,105,97,102
2020-03-15,LaPorte County,99,118,138,105,98,102
2020-03-15,Lawrence County,93,108,,,101,
2020-03-15,Madison County,102,119,,109,95,102
2020-03-15,Marion County,87,102,133,84,92,103
2020-03-15,Marshall County,100,119,,122,99,
2020-03-15,Martin County,91,115,,,,
2020-03-15,Miami County,111,106,,,90,
2020-03-15,Monroe County,79,97,119,84,86,104
2020-03-15,Montgomery County,100,123,,,89,
2020-03-15,Morgan County,98,134,,,94,
2020-03-15,Newton County,108,,,,,
2020-03-15,Noble County,108,129,,,100,
2020-03-15,Orange County,95,123,,,100,
2020-03-15,Owen County,105,124,,,106,
2020-03-15,Parke County,,131,,,,
2020-03-15,Perry County,103,,,,102,
2020-03-15,Porter County,97,113,201,107,98,102
2020-03-15,Posey County,111,,,,103,
2020-03-15,Pulaski County,114,,,,,
2020-03-15,Putnam County,99,118,,,101,
2020-03-15,Randolph County,112,126,,,109,
2020-03-15,Ripley County,97,132,,,99,
2020-03-15,Rush County,104,117,,,98,
2020-03-15,Scott County,111,125,,,103,
2020-03-15,Shelby County,95,115,,86,98,
2020-03-15,Spencer County,92,144,,,96,
2020-03-15,St. Joseph County,94,109,200,104,97,101
2020-03-15,Starke County,101,131,,,103,
2020-03-15,Steuben County,107,119,,115,100,
2020-03-15,Sullivan County,114,116,,,94,
2020-03-15,Tippecanoe County,86,102,140,110,94,103
2020-03-15,Tipton County,103,126,,,,
2020-03-15,Vanderburgh County,97,113,82,,97,102
2020-03-15,Vermillion County,108,,,,98,
2020-03-15,Vigo County,100,118,,108,96,101
2020-03-15,Wabash County,99,119,,,100,
2020-03-15,Warrick County,96,117,,,99,
2020-03-15,Washington County,102,99,,,107,
2020-03-15,Wayne County,95,104,,98,94,102
2020-03-15,Wells County,96,126,,,94,
2020-03-15,White County,118,137,,,101,
2020-03-15,Whitley County,98,130,,,95,
2020-03-16,,95,126,104,97,86,106
2020-03-16,Adams County,106,153,,,98,104
2020-03-16,Allen County,92,126,94,93,89,106
2020-03-16,Bartholomew County,88,125,95,115,75,108
2020-03-16,Benton County,,,,,88,
2020-03-16,Blackford County,109,148,,,93,
2020-03-16,Boone County,92,129,,107,77,110
2020-03-16,Brown County,85,125,,,83,
2020-03-16,Carroll County,100,,,,92,
2020-03-16,Cass County,97,137,,,93,104
2020-03-16,Clark County,91,140,105,109,87,107
2020-03-16,Clay County,112,117,,113,87,
2020-03-16,Clinton County,105,128,,,93,104
2020-03-16,Crawford County,,,,97,88,
2020-03-16,Daviess County,99,130,,,95,104
2020-03-16,Dearborn County,102,139,,,84,107
2020-03-16,Decatur County,109,141,,107,82,106
2020-03-16,DeKalb County,100,143,,,94,103
2020-03-16,Delaware County,92,130,,115,86,106
2020-03-16,Dubois County,99,147,,,92,105
2020-03-16,Elkhart County,105,116,97,105,100,102
2020-03-16,Fayette County,104,131,,,94,105
2020-03-16,Floyd County,89,138,,,79,107
2020-03-16,Fountain County,102,146,,,94,
2020-03-16,Franklin County,95,136,,,84,
2020-03-16,Fulton County,111,136,,,91,
2020-03-16,Gibson County,106,171,,99,96,103
2020-03-16,Grant County,103,122,,101,92,105
2020-03-16,Greene County,100,128,,,84,105
2020-03-16,Hamilton County,91,129,109,,71,112
2020-03-16,Hancock County,98,169,,105,79,107
2020-03-16,Harrison County,98,141,,,88,106
2020-03-16,Hendricks County,99,133,,118,79,109
2020-03-16,Henry County,108,126,,100,86,105
2020-03-16,Howard County,94,131,,,83,106
2020-03-16,Huntington County,95,142,,,96,103
2020-03-16,Jackson County,99,124,,,83,105
2020-03-16,Jasper County,99,133,,107,86,104
2020-03-16,Jay County,96,115,,,91,
2020-03-16,Jefferson County,100,137,,,94,104
2020-03-16,Jennings County,101,129,,,92,105
2020-03-16,Johnson County,95,145,,104,80,108
2020-03-16,Knox County,99,131,,,88,106
2020-03-16,Kosciusko County,94,129,,,92,104
2020-03-16,LaGrange County,86,145,,112,109,100
2020-03-16,Lake County,95,128,108,99,86,106
2020-03-16,LaPorte County,92,120,117,107,90,105
2020-03-16,Lawrence County,95,123,,,88,105
2020-03-16,Madison County,98,132,,108,85,105
2020-03-16,Marion County,90,117,101,81,82,107
2020-03-16,Marshall County,102,125,,104,90,105
2020-03-16,Martin County,81,,,,96,
2020-03-16,Miami County,98,128,,,85,105
2020-03-16,Monroe County,82,123,,103,65,111
2020-03-16,Montgomery County,105,122,,,88,104
2020-03-16,Morgan County,103,139,,,85,106
2020-03-16,Newton County,118,,,,88,
2020-03-16,Noble County,100,138,,,102,102
2020-03-16,Ohio County,,,,,98,
2020-03-16,Orange County,95,140,,,92,
2020-03-16,Owen County,99,149,,,83,
2020-03-16,Parke County,,137,,,97,
2020-03-16,Perry County,106,136,,,85,
2020-03-16,Pike County,,,,,92,
2020-03-16,Porter County,92,128,112,97,87,106
2020-03-16,Posey County,112,146,,,92,
2020-03-16,Pulaski County,110,,,,90,
2020-03-16,Putnam County,111,146,,,91,105
2020-03-16,Randolph County,114,156,,,98,105
2020-03-16,Ripley County,89,141,,,87,
2020-03-16,Rush County,95,141,,,90,
2020-03-16,Scott County,108,135,,,91,
2020-03-16,Shelby County,99,138,,84,88,105
2020-03-16,Spencer County,108,168,,,96,
2020-03-16,St. Joseph County,96,125,89,90,89,105
2020-03-16,Starke County,99,132,,,98,
2020-03-16,Steuben County,107,143,,100,102,102
2020-03-16,Sullivan County,102,139,,,92,
2020-03-16,Switzerland County,,,,,92,
2020-03-16,Tippecanoe County,89,127,94,88,78,107
2020-03-16,Tipton County,96,,,,94,
2020-03-16,Union County,,,,,92,
2020-03-16,Vanderburgh County,95,142,93,80,87,105
2020-03-16,Vermillion County,109,,,102,92,
2020-03-16,Vigo County,98,130,86,113,87,105
2020-03-16,Wabash County,100,123,,,95,104
2020-03-16,Warren County,,,,,89,
2020-03-16,Warrick County,103,146,,,85,107
2020-03-16,Washington County,109,135,,,91,105
2020-03-16,Wayne County,91,119,,102,88,106
2020-03-16,Wells County,99,131,,,91,106
2020-03-16,White County,106,146,,,90,105
2020-03-16,Whitley County,105,139,,,90,105
2020-03-17,,79,116,152,97,79,108
2020-03-17,Adams County,81,110,,,91,104
2020-03-17,Allen County,77,111,149,91,83,108
2020-03-17,Bartholomew County,76,114,,111,70,110
2020-03-17,Benton County,,,,,81,
2020-03-17,Blackford County,76,119,,,91,
2020-03-17,Boone County,80,123,,100,70,114
2020-03-17,Brown County,61,104,,,74,
2020-03-17,Carroll County,71,,,,85,
2020-03-17,Cass County,84,128,,,87,106
2020-03-17,Clark County,81,129,,107,82,109
2020-03-17,Clay County,93,111,,107,81,
2020-03-17,Clinton County,89,119,,,84,107
2020-03-17,Crawford County,,,,92,83,
2020-03-17,Daviess County,83,128,,,87,106
2020-03-17,Dearborn County,81,122,,,76,109
2020-03-17,Decatur County,88,140,,102,81,107
2020-03-17,DeKalb County,80,134,,,89,105
2020-03-17,Delaware County,83,123,,122,81,107
2020-03-17,Dubois County,80,136,,,84,108
2020-03-17,Elkhart County,90,104,,98,93,105
2020-03-17,Fayette County,87,119,,,86,106
2020-03-17,Floyd County,78,126,,,74,110
2020-03-17,Fountain County,80,139,,,89,
2020-03-17,Franklin County,74,121,,,80,
2020-03-17,Fulton County,88,138,,88,84,
2020-03-17,Gibson County,88,150,,94,88,105
2020-03-17,Grant County,88,115,,109,85,106
2020-03-17,Greene County,83,130,,,80,105
2020-03-17,Hamilton County,74,114,167,,60,116
2020-03-17,Hancock County,79,146,,103,73,111
2020-03-17,Harrison County,84,129,,,80,109
2020-03-17,Hendricks County,86,126,,108,72,112
2020-03-17,Henry County,88,111,,96,83,107
2020-03-17,Howard County,74,118,,,77,108
2020-03-17,Huntington County,79,129,,,90,105
2020-03-17,Jackson County,84,122,,119,81,106
2020-03-17,Jasper County,88,111,,115,80,106
2020-03-17,Jay County,85,94,,,88,
2020-03-17,Jefferson County,81,121,,,89,105
2020-03-17,Jennings County,85,135,,,89,106
2020-03-17,Johnson County,78,134,,101,73,110
2020-03-17,Knox County,83,129,,,86,105
2020-03-17,Kosciusko County,76,116,,,86,107
2020-03-17,LaGrange County,69,124,,112,101,104
2020-03-17,Lake County,80,115,134,103,76,109
2020-03-17,LaPorte County,77,110,147,100,82,107
2020-03-17,Lawrence County,84,111,,,85,107
2020-03-17,Madison County,79,121,,105,79,107
2020-03-17,Marion County,76,112,123,84,75,109
2020-03-17,Marshall County,87,117,,102,83,107
2020-03-17,Martin County,72,,,,86,
2020-03-17,Miami County,93,126,,,81,107
2020-03-17,Monroe County,70,110,,99,62,112
2020-03-17,Montgomery County,88,114,,,83,106
2020-03-17,Morgan County,87,136,,,79,108
2020-03-17,Newton County,85,,,,85,
2020-03-17,Noble County,84,126,,,92,106
2020-03-17,Ohio County,,,,,81,
2020-03-17,Orange County,86,135,,,86,
2020-03-17,Owen County,90,120,,,81,
2020-03-17,Parke County,,119,,,88,
2020-03-17,Perry County,94,123,,,80,
2020-03-17,Pike County,,,,,87,
2020-03-17,Porter County,75,112,188,97,80,110
2020-03-17,Posey County,78,147,,,85,
2020-03-17,Pulaski County,88,100,,,85,
2020-03-17,Putnam County,89,128,,,85,105
2020-03-17,Randolph County,92,144,,,90,106
2020-03-17,Ripley County,67,126,,,81,
2020-03-17,Rush County,77,148,,,84,
2020-03-17,Scott County,91,132,,,87,
2020-03-17,Shelby County,77,125,,83,82,107
2020-03-17,Spencer County,71,139,,,89,
2020-03-17,St. Joseph County,79,112,161,94,79,108
2020-03-17,Starke County,78,125,,,89,
2020-03-17,Steuben County,84,120,,104,92,107
2020-03-17,Sullivan County,69,125,,,86,
2020-03-17,Switzerland County,,81,,,81,
2020-03-17,Tippecanoe County,79,117,,87,73,110
2020-03-17,Tipton County,74,,,,82,
2020-03-17,Union County,,,,,83,
2020-03-17,Vanderburgh County,81,130,,66,81,107
2020-03-17,Vermillion County,85,,,107,83,
2020-03-17,Vigo County,82,124,,117,80,106
2020-03-17,Wabash County,78,127,,,84,106
2020-03-17,Warren County,,,,,89,
2020-03-17,Warrick County,87,128,,,80,108
2020-03-17,Washington County,87,114,,,85,108
2020-03-17,Wayne County,73,116,,109,82,107
2020-03-17,Wells County,85,124,,,86,106
2020-03-17,White County,94,150,,,85,106
