date,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-09-14,Vanderburgh County,90,102,,71,79,103
2020-09-14,Vermillion County,,,,112,84,
2020-09-14,Vigo County,97,103,,107,77,103
2020-09-14,Wabash County,112,101,,,90,101
2020-09-14,Warren County,,,,,84,
2020-09-14,Warrick County,104,94,,,79,104
2020-09-14,Washington County,,106,,,85,101
2020-09-14,Wayne County,102,94,,82,87,103
2020-09-14,Wells County,,98,,,86,101
2020-09-14,White County,119,,,,88,101
2020-09-14,Whitley County,107,92,,,85,100
2020-09-15,,97,101,227,99,77,104
2020-09-15,Adams County,103,,,,89,100
2020-09-15,Allen County,94,97,229,98,77,104
2020-09-15,Bartholomew County,94,93,,,76,105
2020-09-15,Benton County,,,,,82,
2020-09-15,Blackford County,,,,,84,
2020-09-15,Boone County,106,101,,108,71,109
2020-09-15,Brown County,,,,,80,
2020-09-15,Carroll County,,,,,82,
2020-09-15,Cass County,115,104,,,83,100
2020-09-15,Clark County,98,107,,102,76,106
2020-09-15,Clay County,108,96,,117,83,101
2020-09-15,Clinton County,104,109,,,84,101
2020-09-15,Crawford County,,,,96,85,
2020-09-15,Daviess County,106,126,,,88,102
2020-09-15,Dearborn County,104,96,,,81,102
2020-09-15,Decatur County,99,106,,110,86,102
2020-09-15,DeKalb County,102,,,,87,101
2020-09-15,Delaware County,98,109,,138,74,103
2020-09-15,Dubois County,95,101,,,81,104
2020-09-15,Elkhart County,104,97,,119,85,101
2020-09-15,Fayette County,112,114,,,85,102
2020-09-15,Floyd County,95,101,,,70,106
2020-09-15,Fountain County,,,,,88,
2020-09-15,Franklin County,,96,,,81,
2020-09-15,Fulton County,,,,,86,
2020-09-15,Gibson County,105,117,,109,84,100
2020-09-15,Grant County,100,107,,107,90,101
2020-09-15,Greene County,,103,,,78,100
2020-09-15,Hamilton County,97,101,244,,61,112
2020-09-15,Hancock County,102,129,,123,78,107
2020-09-15,Harrison County,99,107,,,83,103
2020-09-15,Hendricks County,102,102,,109,73,108
2020-09-15,Henry County,105,105,,99,83,102
2020-09-15,Howard County,102,111,,,83,102
2020-09-15,Huntington County,110,102,,,89,101
2020-09-15,Jackson County,129,77,,72,81,102
2020-09-15,Jasper County,98,104,,112,85,100
2020-09-15,Jay County,102,98,,,81,
2020-09-15,Jefferson County,103,110,,,89,100
2020-09-15,Jennings County,,115,,,84,100
2020-09-15,Johnson County,101,112,,118,75,106
2020-09-15,Knox County,106,118,,,90,100
2020-09-15,Kosciusko County,105,103,,,79,102
2020-09-15,LaGrange County,152,,,111,95,99
2020-09-15,Lake County,101,97,167,97,74,105
2020-09-15,LaPorte County,109,108,,123,85,102
2020-09-15,Lawrence County,105,103,,,81,103
2020-09-15,Madison County,105,104,,86,79,103
2020-09-15,Marion County,91,99,151,75,70,106
2020-09-15,Marshall County,115,111,,100,85,101
2020-09-15,Martin County,,,,,76,
2020-09-15,Miami County,,113,,,82,100
2020-09-15,Monroe County,87,92,,73,59,110
2020-09-15,Montgomery County,105,89,,98,83,102
2020-09-15,Morgan County,105,103,,,76,103
2020-09-15,Newton County,,,,,92,
2020-09-15,Noble County,109,112,,,89,100
2020-09-15,Ohio County,,,,,81,
2020-09-15,Orange County,,,,,90,
2020-09-15,Owen County,,,,,79,
2020-09-15,Parke County,,,,,87,
2020-09-15,Perry County,,,,,83,
2020-09-15,Pike County,,,,,88,
2020-09-15,Porter County,103,98,282,108,73,104
2020-09-15,Posey County,,,,,87,
2020-09-15,Pulaski County,,,,,91,
2020-09-15,Putnam County,114,,,,81,103
2020-09-15,Randolph County,,,,,87,102
2020-09-15,Ripley County,130,103,,,84,101
2020-09-15,Rush County,,,,,81,
2020-09-15,Scott County,108,110,,,85,
2020-09-15,Shelby County,99,100,,105,81,102
2020-09-15,Spencer County,,,,,84,
2020-09-15,St. Joseph County,93,97,229,82,76,104
2020-09-15,Starke County,,100,,,89,
2020-09-15,Steuben County,114,109,,98,94,101
2020-09-15,Sullivan County,,,,,85,
2020-09-15,Switzerland County,,,,,79,
2020-09-15,Tippecanoe County,86,98,,85,70,107
2020-09-15,Tipton County,,,,,79,
2020-09-15,Union County,,,,,90,
2020-09-15,Vanderburgh County,92,105,,56,80,103
2020-09-15,Vermillion County,,,,107,83,
2020-09-15,Vigo County,100,106,,100,76,103
2020-09-15,Wabash County,108,99,,,85,100
2020-09-15,Warren County,,,,,89,
2020-09-15,Warrick County,105,101,,,80,104
2020-09-15,Washington County,,108,,,85,103
2020-09-15,Wayne County,103,104,,84,86,102
2020-09-15,Wells County,102,,,,84,101
2020-09-15,White County,,,,,88,101
2020-09-15,Whitley County,106,94,,,83,102
2020-09-16,,97,97,228,98,76,104
2020-09-16,Adams County,100,110,,,88,99
2020-09-16,Allen County,95,97,264,97,74,105
2020-09-16,Bartholomew County,90,95,,116,74,106
2020-09-16,Benton County,,,,,82,
2020-09-16,Blackford County,,,,,82,
2020-09-16,Boone County,97,98,,104,73,108
2020-09-16,Brown County,,,,,84,
2020-09-16,Carroll County,,,,,80,
2020-09-16,Cass County,109,94,,,84,98
2020-09-16,Clark County,95,105,,107,75,106
2020-09-16,Clay County,110,96,,106,78,
2020-09-16,Clinton County,108,96,,,85,102
2020-09-16,Crawford County,,,,100,84,
2020-09-16,Daviess County,114,118,,,86,100
2020-09-16,Dearborn County,101,90,,,75,104
2020-09-16,Decatur County,100,107,,114,82,100
2020-09-16,DeKalb County,99,103,,,86,101
2020-09-16,Delaware County,95,104,,136,73,103
2020-09-16,Dubois County,100,91,,,80,104
2020-09-16,Elkhart County,100,94,,118,85,101
2020-09-16,Fayette County,113,98,,,85,102
2020-09-16,Floyd County,92,95,,,67,108
2020-09-16,Fountain County,,,,,90,
2020-09-16,Franklin County,,94,,,80,
2020-09-16,Fulton County,,,,,84,
2020-09-16,Gibson County,103,120,,100,83,101
2020-09-16,Grant County,101,101,,96,90,100
2020-09-16,Greene County,,98,,,79,101
2020-09-16,Hamilton County,98,98,252,,63,111
2020-09-16,Hancock County,98,126,,129,80,106
2020-09-16,Harrison County,95,102,,,85,103
2020-09-16,Hendricks County,101,98,,107,73,107
2020-09-16,Henry County,110,107,,102,82,101
2020-09-16,Howard County,105,112,,,79,102
2020-09-16,Huntington County,100,97,,,86,100
2020-09-16,Jackson County,127,79,,63,84,101
2020-09-16,Jasper County,97,101,,114,85,101
2020-09-16,Jay County,102,,,,83,
2020-09-16,Jefferson County,104,99,,,88,100
2020-09-16,Jennings County,,99,,,86,99
2020-09-16,Johnson County,97,110,,109,73,106
2020-09-16,Knox County,106,118,,,90,100
2020-09-16,Kosciusko County,105,97,,,79,101
2020-09-16,LaGrange County,,,,117,94,99
2020-09-16,Lake County,102,95,170,93,74,105
2020-09-16,LaPorte County,113,103,,131,84,102
2020-09-16,Lawrence County,99,98,,,82,103
2020-09-16,Madison County,108,95,,83,77,103
2020-09-16,Marion County,89,95,152,78,68,106
2020-09-16,Marshall County,107,108,,101,86,100
2020-09-16,Martin County,,,,,78,
2020-09-16,Miami County,,100,,,81,101
2020-09-16,Monroe County,82,89,,68,58,110
2020-09-16,Montgomery County,105,106,,,83,102
2020-09-16,Morgan County,104,100,,,76,103
2020-09-16,Newton County,,,,,90,
2020-09-16,Noble County,109,100,,,87,99
2020-09-16,Ohio County,,,,,80,
2020-09-16,Orange County,,,,,88,
2020-09-16,Owen County,,,,,77,
2020-09-16,Parke County,,,,,91,
2020-09-16,Perry County,,,,,80,
2020-09-16,Pike County,,,,,85,
2020-09-16,Porter County,100,90,,109,75,104
2020-09-16,Posey County,,,,,84,
2020-09-16,Pulaski County,,,,,86,
2020-09-16,Putnam County,100,,,,82,101
2020-09-16,Randolph County,,,,,86,101
2020-09-16,Ripley County,116,98,,,81,101
2020-09-16,Rush County,,,,,82,
2020-09-16,Scott County,114,105,,,85,
2020-09-16,Shelby County,100,97,,98,80,102
2020-09-16,Spencer County,,,,,82,
2020-09-16,St. Joseph County,94,95,,87,76,105
2020-09-16,Starke County,,101,,,90,
2020-09-16,Steuben County,108,,,102,95,101
2020-09-16,Sullivan County,,,,,83,
2020-09-16,Switzerland County,,,,,79,
2020-09-16,Tippecanoe County,85,98,,77,69,106
2020-09-16,Tipton County,,,,,78,
2020-09-16,Union County,,,,,92,
2020-09-16,Vanderburgh County,90,102,,69,76,103
2020-09-16,Vermillion County,,,,103,77,
2020-09-16,Vigo County,98,101,,91,75,103
2020-09-16,Wabash County,103,91,,,86,100
2020-09-16,Warren County,,,,,86,
2020-09-16,Warrick County,103,99,,,79,104
2020-09-16,Washington County,,106,,,82,103
2020-09-16,Wayne County,101,94,,77,84,101
2020-09-16,Wells County,,,,,86,100
2020-09-16,White County,111,,,,87,102
2020-09-16,Whitley County,107,95,,,84,102
2020-09-17,,97,100,224,100,76,104
2020-09-17,Adams County,96,,,,87,100
2020-09-17,Allen County,94,96,223,97,75,104
2020-09-17,Bartholomew County,91,94,,120,74,105
2020-09-17,Benton County,,,,,81,
2020-09-17,Blackford County,,,,,82,
2020-09-17,Boone County,99,99,,103,70,108
2020-09-17,Brown County,,,,,84,
2020-09-17,Carroll County,,,,,82,
2020-09-17,Cass County,114,97,,,85,100
2020-09-17,Clark County,95,108,,107,74,106
2020-09-17,Clay County,117,108,,117,82,
2020-09-17,Clinton County,108,101,,,82,102
2020-09-17,Crawford County,,,,101,83,
2020-09-17,Daviess County,112,120,,,88,100
2020-09-17,Dearborn County,99,92,,,78,103
2020-09-17,Decatur County,105,115,,116,81,102
2020-09-17,DeKalb County,95,104,,,87,101
2020-09-17,Delaware County,97,107,,140,72,103
2020-09-17,Dubois County,97,95,,,79,104
2020-09-17,Elkhart County,103,95,,115,86,101
2020-09-17,Fayette County,102,102,,,87,100
2020-09-17,Floyd County,93,97,,,68,107
2020-09-17,Fountain County,,,,,89,
2020-09-17,Franklin County,,,,,79,
2020-09-17,Fulton County,,,,,86,
2020-09-17,Gibson County,102,117,,105,82,101
2020-09-17,Grant County,100,105,,102,88,102
2020-09-17,Greene County,,96,,,76,
2020-09-17,Hamilton County,95,99,243,,61,111
2020-09-17,Hancock County,101,123,,111,78,107
2020-09-17,Harrison County,95,102,,,83,103
2020-09-17,Hendricks County,99,93,,108,73,107
2020-09-17,Henry County,108,105,,103,80,103
2020-09-17,Howard County,104,109,,,82,102
2020-09-17,Huntington County,106,102,,,87,100
2020-09-17,Jackson County,124,75,,77,85,101
2020-09-17,Jasper County,106,102,,117,85,100
2020-09-17,Jay County,102,96,,,81,
2020-09-17,Jefferson County,108,106,,,86,101
2020-09-17,Jennings County,,106,,,83,100
2020-09-17,Johnson County,98,110,,109,74,106
2020-09-17,Knox County,106,110,,,89,100
2020-09-17,Kosciusko County,105,95,,,80,102
2020-09-17,LaGrange County,116,,,111,94,99
2020-09-17,Lake County,99,98,168,92,74,105
2020-09-17,LaPorte County,110,110,,129,85,101
2020-09-17,Lawrence County,99,99,,,80,104
2020-09-17,Madison County,105,101,,90,78,103
2020-09-17,Marion County,90,96,148,78,68,106
2020-09-17,Marshall County,107,102,,106,86,100
2020-09-17,Martin County,,,,,80,
2020-09-17,Miami County,,105,,,84,100
2020-09-17,Monroe County,84,92,,83,58,110
2020-09-17,Montgomery County,103,102,,,85,102
2020-09-17,Morgan County,98,101,,,76,103
2020-09-17,Newton County,,,,,91,
2020-09-17,Noble County,113,105,,,87,100
2020-09-17,Ohio County,,,,,84,
2020-09-17,Orange County,,,,,89,
2020-09-17,Owen County,,,,,79,
2020-09-17,Parke County,,,,,85,
2020-09-17,Perry County,,,,,81,
2020-09-17,Pike County,,,,,86,
2020-09-17,Porter County,101,98,252,105,77,103
2020-09-17,Posey County,,,,,83,
2020-09-17,Pulaski County,,,,,87,
2020-09-17,Putnam County,109,,,,83,103
2020-09-17,Randolph County,,,,,85,102
2020-09-17,Ripley County,123,100,,,81,101
2020-09-17,Rush County,,,,,83,
2020-09-17,Scott County,107,103,,,84,
2020-09-17,Shelby County,104,102,,108,81,102
2020-09-17,Spencer County,,,,,83,
2020-09-17,St. Joseph County,95,99,,88,78,105
2020-09-17,Starke County,,105,,,87,
2020-09-17,Steuben County,122,110,,105,94,101
2020-09-17,Sullivan County,,,,,90,
2020-09-17,Switzerland County,,,,,80,
2020-09-17,Tippecanoe County,85,101,,82,70,107
2020-09-17,Tipton County,,,,,82,
2020-09-17,Union County,,,,,85,
2020-09-17,Vanderburgh County,90,105,,61,77,103
2020-09-17,Vermillion County,,,,125,85,
2020-09-17,Vigo County,98,104,,104,75,102
2020-09-17,Wabash County,101,95,,,85,100
2020-09-17,Warren County,,,,,90,
2020-09-17,Warrick County,106,95,,,78,104
2020-09-17,Washington County,,109,,,84,103
2020-09-17,Wayne County,101,98,,109,85,102
2020-09-17,Wells County,96,97,,,83,102
2020-09-17,White County,126,,,,92,100
2020-09-17,Whitley County,102,103,,,83,103
2020-09-18,,96,96,243,101,77,103
2020-09-18,Adams County,92,108,,,87,100
2020-09-18,Allen County,91,95,211,107,75,104
2020-09-18,Bartholomew County,92,92,,127,74,104
2020-09-18,Benton County,,,,,88,
2020-09-18,Blackford County,,,,,83,
2020-09-18,Boone County,100,97,,101,71,108
2020-09-18,Brown County,,,,,82,
2020-09-18,Carroll County,,,,,84,
2020-09-18,Cass County,104,91,,,82,101
2020-09-18,Clark County,92,107,,114,76,104
2020-09-18,Clay County,102,97,,103,83,
2020-09-18,Clinton County,102,93,,,85,101
2020-09-18,Crawford County,,,,115,79,
2020-09-18,Daviess County,107,124,,,86,100
2020-09-18,Dearborn County,100,89,,,82,102
2020-09-18,Decatur County,101,103,,118,83,100
2020-09-18,DeKalb County,98,99,,,87,101
2020-09-18,Delaware County,93,99,,134,72,103
2020-09-18,Dubois County,94,104,,,77,103
2020-09-18,Elkhart County,97,92,,117,85,101
2020-09-18,Fayette County,106,100,,,87,
2020-09-18,Floyd County,90,98,,,69,106
2020-09-18,Fountain County,,100,,,85,
2020-09-18,Franklin County,,,,,83,
2020-09-18,Fulton County,112,,,,87,
2020-09-18,Gibson County,101,117,,110,82,101
2020-09-18,Grant County,94,98,,103,89,101
2020-09-18,Greene County,109,91,,,78,
2020-09-18,Hamilton County,99,101,267,,62,110
2020-09-18,Hancock County,101,132,,116,76,104
2020-09-18,Harrison County,98,105,,,81,102
2020-09-18,Hendricks County,98,98,,113,75,106
2020-09-18,Henry County,101,101,,102,81,103
2020-09-18,Howard County,100,101,,,82,101
2020-09-18,Huntington County,106,97,,,86,100
2020-09-18,Jackson County,122,73,,57,85,100
2020-09-18,Jasper County,98,96,,115,85,99
2020-09-18,Jay County,96,91,,,81,
2020-09-18,Jefferson County,105,102,,,86,100
2020-09-18,Jennings County,111,105,,,83,100
2020-09-18,Johnson County,98,110,,109,75,104
2020-09-18,Knox County,97,116,,,89,100
2020-09-18,Kosciusko County,101,94,,,78,101
2020-09-18,LaGrange County,114,,,116,97,99
2020-09-18,Lake County,95,92,141,97,75,106
2020-09-18,LaPorte County,104,102,181,134,85,102
2020-09-18,Lawrence County,99,101,,,80,103
2020-09-18,Madison County,103,92,,87,78,102
2020-09-18,Marion County,88,94,147,79,69,105
2020-09-18,Marshall County,109,104,,105,85,99
2020-09-18,Martin County,,,,,78,
2020-09-18,Miami County,127,100,,,84,101
2020-09-18,Monroe County,87,92,,75,61,109
2020-09-18,Montgomery County,103,93,,,82,102
2020-09-18,Morgan County,100,96,,,76,102
2020-09-18,Newton County,,,,,87,
2020-09-18,Noble County,108,103,,,88,99
2020-09-18,Ohio County,,,,,90,
2020-09-18,Orange County,,,,,87,
2020-09-18,Owen County,,,,,80,
2020-09-18,Parke County,,,,,96,
2020-09-18,Perry County,92,,,,82,
2020-09-18,Pike County,,,,,92,
2020-09-18,Porter County,98,91,242,111,75,104
2020-09-18,Posey County,,97,,,81,
2020-09-18,Pulaski County,,,,,90,
2020-09-18,Putnam County,107,,,,82,100
2020-09-18,Randolph County,,,,,86,
2020-09-18,Ripley County,131,102,,,82,
2020-09-18,Rush County,,,,,81,
2020-09-18,Scott County,102,107,,,86,
2020-09-18,Shelby County,99,101,,108,80,100
2020-09-18,Spencer County,,,,,81,
2020-09-18,St. Joseph County,91,95,247,85,79,104
2020-09-18,Starke County,,105,,,84,
2020-09-18,Steuben County,115,108,,109,98,101
2020-09-18,Sullivan County,,,,,89,
2020-09-18,Switzerland County,,,,,85,
2020-09-18,Tippecanoe County,86,98,,85,69,107
2020-09-18,Tipton County,,,,,80,
2020-09-18,Union County,,,,,92,
2020-09-18,Vanderburgh County,90,101,,,77,103
2020-09-18,Vermillion County,,,,122,85,
2020-09-18,Vigo County,94,99,,108,75,103
2020-09-18,Wabash County,105,92,,,84,
2020-09-18,Warren County,,,,,92,
2020-09-18,Warrick County,103,97,,,79,103
2020-09-18,Washington County,127,109,,,83,102
2020-09-18,Wayne County,99,94,,104,85,103
2020-09-18,Wells County,98,106,,,84,99
2020-09-18,White County,123,,,,87,
2020-09-18,Whitley County,101,96,,,82,102
2020-09-19,,99,104,365,111,93,98
2020-09-19,Adams County,98,,,,99,
2020-09-19,Allen County,90,101,,115,91,99
2020-09-19,Bartholomew County,99,99,,,98,97
2020-09-19,Boone County,107,101,,120,94,
2020-09-19,Brown County,,,,,92,
2020-09-19,Carroll County,,,,,90,
2020-09-19,Cass County,114,101,,,93,
2020-09-19,Clark County,91,109,,121,91,99
2020-09-19,Clay County,134,120,,106,91,
2020-09-19,Clinton County,99,99,,,115,
2020-09-19,Crawford County,,,,119,,
2020-09-19,Daviess County,109,,,,90,
2020-09-19,Dearborn County,105,95,,,86,
2020-09-19,Decatur County,98,117,,114,100,
2020-09-19,DeKalb County,102,,,,112,
2020-09-19,Delaware County,91,102,,158,84,98
2020-09-19,Dubois County,91,111,,,96,
2020-09-19,Elkhart County,101,102,,139,115,95
2020-09-19,Fayette County,114,,,,95,
2020-09-19,Floyd County,93,103,,,88,99
2020-09-19,Franklin County,,,,,97,
2020-09-19,Fulton County,120,,,,92,
2020-09-19,Gibson County,98,118,,117,114,
2020-09-19,Grant County,106,103,,121,106,97
2020-09-19,Greene County,119,,,,83,
2020-09-19,Hamilton County,98,105,,,91,100
2020-09-19,Hancock County,98,144,,129,100,98
2020-09-19,Harrison County,98,117,,,95,
2020-09-19,Hendricks County,98,102,,126,93,98
2020-09-19,Henry County,111,111,,120,96,
2020-09-19,Howard County,97,114,,,90,97
2020-09-19,Huntington County,116,105,,,101,
2020-09-19,Jackson County,134,78,,51,96,
2020-09-19,Jasper County,107,111,,138,95,
2020-09-19,Jay County,105,,,,111,
2020-09-19,Jefferson County,118,114,,,96,
2020-09-19,Jennings County,,109,,,87,
2020-09-19,Johnson County,95,119,,116,91,98
2020-09-19,Knox County,99,118,,,113,
2020-09-19,Kosciusko County,117,105,,,91,96
2020-09-19,LaGrange County,139,,,125,112,
2020-09-19,Lake County,102,102,176,106,94,99
2020-09-19,LaPorte County,120,123,,150,98,98
2020-09-19,Lawrence County,105,106,,,92,
2020-09-19,Madison County,111,103,,93,91,97
2020-09-19,Marion County,88,98,265,84,86,98
2020-09-19,Marshall County,120,114,,120,109,
2020-09-19,Miami County,,106,,,90,
2020-09-19,Monroe County,86,97,,84,87,101
2020-09-19,Montgomery County,120,105,,,90,
2020-09-19,Morgan County,107,109,,,95,97
2020-09-19,Newton County,,,,,99,
2020-09-19,Noble County,119,116,,,110,
2020-09-19,Orange County,104,,,,95,
2020-09-19,Owen County,,,,,93,
2020-09-19,Perry County,94,,,,87,
2020-09-19,Porter County,103,103,,124,92,99
2020-09-19,Posey County,,,,,99,
2020-09-19,Putnam County,124,,,,96,
2020-09-19,Randolph County,,,,,93,
2020-09-19,Ripley County,181,122,,,99,
2020-09-19,Rush County,,,,,85,
2020-09-19,Scott County,114,112,,,107,
2020-09-19,Shelby County,107,107,,104,94,
2020-09-19,Spencer County,,,,,106,
2020-09-19,St. Joseph County,92,101,,88,97,98
2020-09-19,Starke County,,108,,,104,
2020-09-19,Steuben County,120,127,,124,112,
2020-09-19,Sullivan County,,,,,88,
2020-09-19,Tippecanoe County,89,103,,95,95,99
2020-09-19,Tipton County,,,,,109,
2020-09-19,Vanderburgh County,81,99,,,92,99
2020-09-19,Vermillion County,,,,,95,
2020-09-19,Vigo County,94,104,,134,87,98
2020-09-19,Wabash County,117,108,,,101,
2020-09-19,Warrick County,100,107,,,99,
2020-09-19,Washington County,,117,,,105,
2020-09-19,Wayne County,96,102,,126,94,98
2020-09-19,Wells County,103,,,,93,
2020-09-19,White County,153,,,,102,
2020-09-19,Whitley County,114,,,,96,
2020-09-20,,97,101,305,109,89,99
2020-09-20,Adams County,101,,,,84,
2020-09-20,Allen County,93,99,,109,89,99
2020-09-20,Bartholomew County,99,95,,144,96,99
2020-09-20,Boone County,106,101,,120,92,
2020-09-20,Brown County,,,,,94,
2020-09-20,Carroll County,,,,,85,
2020-09-20,Cass County,105,104,,,91,
2020-09-20,Clark County,93,104,312,143,89,100
2020-09-20,Clay County,,,,104,91,
2020-09-20,Clinton County,101,109,,,102,
2020-09-20,Crawford County,,,,116,,
2020-09-20,Daviess County,107,,,,87,
2020-09-20,Dearborn County,106,94,,,87,
2020-09-20,Decatur County,111,,,125,103,
2020-09-20,DeKalb County,103,,,,97,
2020-09-20,Delaware County,90,96,,155,85,99
2020-09-20,Dubois County,98,103,,,94,
2020-09-20,Elkhart County,109,105,,140,87,98
2020-09-20,Fayette County,117,,,,92,
2020-09-20,Floyd County,93,97,,,80,100
2020-09-20,Franklin County,,,,,89,
2020-09-20,Fulton County,,,,,98,
2020-09-20,Gibson County,100,,,129,90,
2020-09-20,Grant County,100,109,,115,94,99
2020-09-20,Greene County,,,,,84,
2020-09-20,Hamilton County,95,94,,,92,101
2020-09-20,Hancock County,97,143,,123,100,
2020-09-20,Harrison County,104,107,,,89,
2020-09-20,Hendricks County,96,93,,123,90,100
2020-09-20,Henry County,112,117,,116,96,
2020-09-20,Howard County,102,114,,,88,99
2020-09-20,Huntington County,114,,,,94,
2020-09-20,Jackson County,125,74,,46,87,
2020-09-20,Jasper County,109,126,,131,94,
2020-09-20,Jay County,,,,,96,
2020-09-20,Jefferson County,108,108,,,86,
2020-09-20,Jennings County,,,,,83,
2020-09-20,Johnson County,93,106,,116,91,100
2020-09-20,Knox County,111,120,,,98,
2020-09-20,Kosciusko County,114,107,,,87,
2020-09-20,LaGrange County,,,,120,95,
2020-09-20,Lake County,100,98,175,100,94,100
2020-09-20,LaPorte County,118,128,,136,96,99
2020-09-20,Lawrence County,97,102,,,94,
2020-09-20,Madison County,106,102,,100,87,99
2020-09-20,Marion County,88,95,236,73,80,100
2020-09-20,Marshall County,121,123,,149,99,
2020-09-20,Miami County,,106,,,84,
2020-09-20,Monroe County,88,90,,77,83,102
2020-09-20,Montgomery County,106,105,,,83,
2020-09-20,Morgan County,105,104,,,89,
2020-09-20,Noble County,117,115,,,98,
2020-09-20,Orange County,,,,,104,
2020-09-20,Owen County,,,,,90,
2020-09-20,Perry County,,,,,87,
2020-09-20,Porter County,102,97,,127,88,100
2020-09-20,Posey County,,,,,94,
2020-09-20,Putnam County,112,,,,93,
2020-09-20,Randolph County,,,,,100,
2020-09-20,Ripley County,,,,,94,
2020-09-20,Rush County,,,,,89,
2020-09-20,Scott County,116,,,,96,
2020-09-20,Shelby County,105,107,,109,91,
2020-09-20,Spencer County,,,,,92,
2020-09-20,St. Joseph County,92,101,,95,94,100
2020-09-20,Starke County,,119,,,99,
2020-09-20,Steuben County,121,,,121,98,
2020-09-20,Sullivan County,,,,,86,
2020-09-20,Tippecanoe County,86,96,,88,84,101
2020-09-20,Vanderburgh County,90,96,,,88,100
2020-09-20,Vigo County,94,101,,123,82,99
2020-09-20,Wabash County,110,101,,,92,
2020-09-20,Warrick County,104,91,,,92,
2020-09-20,Washington County,,,,,107,
2020-09-20,Wayne County,102,96,,103,96,99
2020-09-20,Wells County,,,,,100,
2020-09-20,White County,,,,,105,
2020-09-20,Whitley County,108,,,,90,
2020-09-21,,98,98,191,99,76,105
2020-09-21,Adams County,104,117,,,88,100
2020-09-21,Allen County,95,99,214,103,76,104
2020-09-21,Bartholomew County,95,95,,127,74,106
2020-09-21,Benton County,,,,,82,
2020-09-21,Blackford County,,,,,83,
2020-09-21,Boone County,100,100,,107,68,109
2020-09-21,Brown County,,,,,85,
2020-09-21,Carroll County,,,,,85,
2020-09-21,Cass County,111,95,,,85,101
2020-09-21,Clark County,96,107,185,118,75,105
2020-09-21,Clay County,,106,,109,84,
2020-09-21,Clinton County,104,100,,,88,101
2020-09-21,Crawford County,,,,105,84,
2020-09-21,Daviess County,110,122,,,89,101
2020-09-21,Dearborn County,101,91,,,81,104
2020-09-21,Decatur County,109,112,,120,86,102
2020-09-21,DeKalb County,101,106,,,87,102
2020-09-21,Delaware County,96,104,,128,73,104
2020-09-21,Dubois County,103,94,,,83,104
2020-09-21,Elkhart County,107,99,,119,85,101
2020-09-21,Fayette County,,106,,,90,103
2020-09-21,Floyd County,96,103,,,67,107
2020-09-21,Fountain County,,,,,90,
2020-09-21,Franklin County,,,,,80,
2020-09-21,Fulton County,,,,,84,
2020-09-21,Gibson County,105,118,,113,82,101
2020-09-21,Grant County,101,103,,94,88,102
2020-09-21,Greene County,,96,,,79,102
2020-09-21,Hamilton County,94,95,207,,61,111
2020-09-21,Hancock County,104,130,,111,77,106
2020-09-21,Harrison County,89,104,,,85,102
2020-09-21,Hendricks County,101,100,,115,73,107
2020-09-21,Henry County,108,105,,105,80,104
2020-09-21,Howard County,103,108,,,85,102
2020-09-21,Huntington County,108,103,,,87,100
2020-09-21,Jackson County,130,78,,68,85,101
2020-09-21,Jasper County,108,111,,113,86,101
2020-09-21,Jay County,93,99,,,85,
2020-09-21,Jefferson County,104,110,,,90,102
2020-09-21,Jennings County,,107,,,85,101
2020-09-21,Johnson County,99,107,,110,73,106
2020-09-21,Knox County,106,108,,,88,102
2020-09-21,Kosciusko County,102,99,,,77,103
2020-09-21,LaGrange County,,,,104,97,99
2020-09-21,Lake County,99,96,149,93,73,105
2020-09-21,LaPorte County,112,108,,125,85,102
2020-09-21,Lawrence County,100,101,,,79,105
2020-09-21,Madison County,108,97,,84,78,104
2020-09-21,Marion County,90,94,143,73,67,107
2020-09-21,Marshall County,112,102,,114,86,101
2020-09-21,Martin County,,,,,75,
2020-09-21,Miami County,,100,,,83,102
2020-09-21,Monroe County,86,92,,71,57,110
2020-09-21,Montgomery County,106,96,,,83,102
2020-09-21,Morgan County,104,101,,,77,103
2020-09-21,Newton County,,,,,92,
2020-09-21,Noble County,111,109,,,92,99
2020-09-21,Ohio County,,,,,85,
2020-09-21,Orange County,,,,,89,
2020-09-21,Owen County,,,,,77,
2020-09-21,Parke County,,,,,90,
2020-09-21,Perry County,,,,,81,
2020-09-21,Pike County,,,,,86,
2020-09-21,Porter County,102,94,241,102,75,104
2020-09-21,Posey County,,,,,80,
2020-09-21,Pulaski County,,,,,92,
2020-09-21,Putnam County,105,105,,,83,103
2020-09-21,Randolph County,,,,,87,
2020-09-21,Ripley County,105,105,,,84,
2020-09-21,Rush County,,,,,84,
2020-09-21,Scott County,119,109,,,85,
2020-09-21,Shelby County,107,108,,107,78,102
2020-09-21,Spencer County,,,,,85,
2020-09-21,St. Joseph County,100,102,215,80,76,105
2020-09-21,Starke County,,98,,,87,
2020-09-21,Steuben County,114,112,,101,96,102
2020-09-21,Sullivan County,,,,,86,
2020-09-21,Switzerland County,,,,,85,
2020-09-21,Tippecanoe County,89,98,,80,67,108
2020-09-21,Tipton County,,,,,86,
2020-09-21,Union County,,,,,93,
