country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-05-24,-25,6,-5,4,8,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-05-25,-14,5,-44,-8,-16,7
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-05-26,-7,6,-8,-2,-13,4
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-05-27,-8,5,0,3,-11,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-05-28,-16,8,-34,-6,-15,6
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-05-29,-15,6,-2,2,-14,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-05-30,-17,4,31,31,14,-3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-05-31,-20,3,-12,1,9,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-01,2,6,10,9,-10,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-02,-5,4,5,3,-10,2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-03,-8,4,-2,4,-10,2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-04,-14,9,-27,0,-12,4
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-05,-14,10,-2,-6,-14,4
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-06,-15,9,11,10,8,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-07,-10,7,3,3,8,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-08,2,10,13,2,-11,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-09,2,9,21,2,-11,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-10,-2,12,-5,-4,-11,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-11,7,17,15,1,-12,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-12,1,13,63,6,-13,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-13,-4,11,76,35,17,-5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-14,0,14,15,5,10,-3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-15,12,12,45,9,-10,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-16,13,14,62,12,-10,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-17,9,13,52,12,-10,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-18,0,11,-1,-3,-14,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-19,-5,9,8,-7,-17,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-20,-5,8,34,15,7,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-21,10,12,76,28,16,-5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-22,9,7,54,8,-12,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-23,15,14,73,13,-12,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-24,6,13,20,4,-12,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-25,10,14,49,12,-12,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-26,3,11,51,9,-15,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-27,-5,6,94,40,12,-6
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-28,6,12,64,16,13,-6
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-29,13,12,49,3,-14,2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-06-30,23,13,119,13,-12,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-01,7,7,110,0,-15,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-02,7,10,80,1,-17,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-03,0,10,100,-4,-21,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-04,-1,13,160,36,8,-8
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-05,17,17,184,23,4,-7
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-06,-17,-12,180,-22,-68,11
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-07,13,16,132,4,-24,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-08,4,9,44,-11,-24,2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-09,9,11,88,-5,-24,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-10,1,11,110,-3,-23,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-11,5,16,118,32,6,-6
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-12,23,20,147,30,11,-7
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-13,17,14,131,5,-22,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-14,19,13,168,7,-22,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-15,10,15,81,-1,-23,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-16,11,15,71,1,-23,2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-17,2,12,95,-3,-24,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-18,6,14,157,38,7,-8
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-19,13,20,134,23,8,-6
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-20,12,13,137,0,-24,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-21,17,15,172,3,-25,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-22,13,13,172,2,-23,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-23,11,13,157,5,-23,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-24,0,11,149,-2,-26,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-25,-1,13,165,37,3,-8
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-26,10,21,100,18,0,-5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-27,12,12,174,2,-27,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-28,8,11,201,-1,-28,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-29,12,13,191,-1,-27,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-30,8,12,185,3,-28,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-07-31,-3,10,166,0,-28,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-01,-7,12,179,31,0,-8
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-02,5,17,127,17,0,-6
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-03,8,14,67,-7,-32,5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-04,10,13,116,-3,-32,5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-05,14,10,206,7,-29,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-06,10,11,203,6,-30,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-07,-4,8,179,0,-31,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-08,-8,11,181,29,-1,-8
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-09,3,17,161,18,2,-8
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-10,7,14,112,1,-30,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-11,15,15,159,0,-29,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-12,12,13,184,-1,-28,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-13,10,13,170,5,-28,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-14,0,12,109,-2,-30,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-15,8,20,130,31,-1,-7
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-16,17,23,173,31,6,-8
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-17,13,14,,6,-25,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-18,16,16,,2,-25,2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-19,15,14,,8,-23,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-20,9,13,,,-24,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-21,-6,6,,-3,-27,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-22,-7,11,,,-4,-4
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-23,15,20,,,5,-6
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-24,13,14,,3,-21,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-25,18,13,,,-19,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-26,9,12,,1,-19,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-27,11,13,,,-19,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-28,0,9,,-1,-21,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-29,1,9,,,3,-5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-30,6,14,,,2,-3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-08-31,13,15,,0,-18,2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-01,21,23,,,-16,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-02,8,15,,,-12,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-03,8,15,,,-12,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-04,0,11,,10,-14,-3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-05,-4,8,,,2,-4
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-06,12,20,,,8,-5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-07,8,16,,,-16,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-08,16,16,,,-13,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-09,11,15,,,-12,-3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-10,8,17,,,-13,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-11,5,16,117,12,-14,-4
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-12,10,15,192,39,5,-7
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-13,21,22,187,34,7,-8
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-14,12,17,121,11,-12,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-15,17,17,145,13,-8,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-16,11,15,125,11,-9,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-17,6,15,91,9,-10,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-18,0,12,101,7,-11,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-19,5,14,163,32,5,-5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-20,15,19,157,27,8,-5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-21,7,15,95,9,-12,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-22,11,15,116,10,-7,-1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-23,2,16,77,9,-5,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-24,0,16,65,8,-6,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-25,-14,12,15,-7,-12,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-26,-24,4,-12,-24,-4,4
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-27,-1,33,63,-5,-2,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-28,-51,-76,72,-39,-71,19
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-29,4,31,36,5,-5,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-09-30,-1,15,52,6,-4,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-01,-2,17,52,7,-1,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-02,-10,14,53,5,-3,0
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-03,-7,13,125,23,7,-2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-04,-3,13,106,12,5,-3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-05,-11,9,12,-6,-12,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-06,-6,11,29,-6,-8,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-07,-9,13,23,-5,-8,2
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-08,-7,17,31,-5,-7,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-09,-17,15,27,-10,-9,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-10,-24,11,26,-14,2,3
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-11,-17,9,50,-2,1,1
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-12,-11,14,26,-10,-16,5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-13,-2,15,30,-11,-13,5
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-14,-37,5,-25,-28,-21,10
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-15,-29,14,3,-18,-20,9
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-16,-37,11,-7,-25,-23,11
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-17,-42,8,20,-22,-5,7
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-18,-39,4,40,-15,-7,4
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-19,-30,8,16,-21,-26,10
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-20,-29,6,24,-24,-24,10
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-21,-20,15,18,-23,-23,9
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-22,-49,2,36,-22,-25,11
CZ,Czechia,Ústí nad Labem Region,,,CZ-US,,2020-10-23,-56,0,-6,-37,-27,14
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-15,16,9,18,14,4,-1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-16,15,10,18,19,3,-1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-17,6,4,16,2,2,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-18,8,6,12,4,2,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-19,3,2,1,2,1,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-20,8,2,5,6,1,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-21,5,5,-1,6,0,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-22,12,6,33,24,7,-2
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-23,2,6,-14,12,3,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-24,5,3,11,7,3,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-25,7,9,15,6,4,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-26,1,7,8,1,3,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-27,8,13,11,6,3,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-28,1,6,-8,10,2,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-02-29,8,5,-6,6,7,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-01,9,11,15,20,5,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-02,6,6,12,3,4,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-03,4,3,-4,2,3,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-04,6,4,11,5,2,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-05,9,4,12,7,3,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-06,3,5,-4,7,2,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-07,3,8,-9,4,4,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-08,14,18,30,16,2,-1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-09,0,-1,9,-7,-18,3
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-10,0,9,13,-8,-19,2
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-11,-7,7,-10,-16,-22,5
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-12,1,16,26,-12,-24,4
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-13,-19,9,3,-24,-24,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-14,-57,21,37,-16,-6,4
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-15,-58,24,55,-27,-12,4
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-16,-56,-4,2,-42,-25,13
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-17,-61,-21,3,-45,-33,16
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-18,-63,-20,20,-45,-35,17
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-19,-62,-19,22,-48,-37,17
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-20,-66,-13,8,-51,-38,20
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-21,-80,-18,-45,-58,-30,14
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-22,-79,-28,-21,-64,-29,11
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-23,-60,-16,-1,-49,-37,19
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-24,-61,-16,8,-48,-39,19
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-25,-61,-16,8,-46,-39,20
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-26,-61,-17,5,-49,-40,20
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-27,-63,-14,29,-50,-39,21
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-28,-74,-16,69,-40,-23,10
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-29,-74,-21,27,-55,-28,10
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-30,-55,-14,9,-48,-37,18
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-03-31,-58,-13,-2,-46,-39,19
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-01,-58,-13,23,-44,-37,19
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-02,-56,-12,36,-43,-39,18
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-03,-59,-9,9,-51,-39,20
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-04,-72,-13,29,-46,-26,10
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-05,-65,-11,105,-44,-26,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-06,-48,-6,46,-41,-37,16
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-07,-62,2,49,-34,-38,15
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-08,-62,12,48,-34,-37,15
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-09,-52,31,57,-30,-42,13
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-10,-78,-30,84,-56,-79,28
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-11,-67,12,94,-23,-23,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-12,-67,14,150,-34,-23,4
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-13,-89,-91,24,-69,-85,31
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-14,-62,9,-2,-35,-35,16
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-15,-62,-1,23,-31,-34,16
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-16,-53,0,55,-31,-34,14
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-17,-56,3,44,-32,-35,15
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-18,-61,4,93,-15,-11,5
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-19,-65,-5,25,-44,-24,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-20,-49,1,39,-29,-31,13
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-21,-50,2,48,-28,-32,13
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-22,-52,2,47,-28,-31,13
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-23,-50,5,58,-24,-32,12
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-24,-53,6,49,-32,-33,13
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-25,-63,5,59,-16,-13,6
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-26,-55,2,111,-22,-12,3
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-27,-37,8,53,-26,-28,10
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-28,-37,8,72,-17,-29,9
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-29,-44,18,4,-30,-30,14
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-04-30,-32,33,66,-12,-32,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-01,-69,-35,76,-49,-77,25
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-02,-47,14,86,-11,-15,5
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-03,-48,7,58,-25,-13,4
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-04,-35,6,42,-23,-25,10
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-05,-36,8,27,-18,-25,11
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-06,-38,17,22,-20,-25,12
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-07,-21,50,66,-8,-28,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-08,-68,-81,156,-35,-75,22
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-09,-34,47,153,16,-7,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-10,-34,28,104,-2,-1,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-11,-20,13,15,-19,-19,9
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-12,-23,16,19,-15,-19,9
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-13,-29,11,-6,-21,-19,11
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-14,-25,-4,-24,-21,-20,9
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-15,-32,-3,-29,-25,-23,12
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-16,-26,-3,36,9,11,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-17,-10,0,66,8,7,-1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-18,-15,-6,-1,-7,-16,6
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-19,-15,-5,11,-8,-17,6
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-20,-12,4,3,-9,-17,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-21,-3,5,9,-6,-19,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-22,-16,4,13,-4,-21,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-23,-34,8,-18,-10,1,5
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-24,-17,9,25,2,7,1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-25,-7,1,-26,-14,-16,8
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-26,-5,1,-17,-9,-14,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-27,-2,-1,3,-4,-13,5
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-28,-6,4,-22,-13,-16,8
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-29,-6,4,1,-4,-17,6
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-30,-8,4,51,19,14,0
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-05-31,-15,6,-22,-11,4,2
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-01,4,2,9,0,-10,4
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-02,-2,-1,-8,-2,-11,4
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-03,-3,-1,0,-3,-11,5
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-04,1,2,-2,-2,-12,5
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-05,-4,13,-10,-3,-16,6
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-06,-4,10,54,29,15,-1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-07,3,11,26,14,12,-1
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-08,2,12,1,-3,-12,5
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-09,4,8,1,1,-11,4
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-10,-5,9,-27,-11,-13,7
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-11,12,13,38,3,-12,3
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-12,4,13,35,4,-16,3
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-13,4,17,93,34,17,-4
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-14,8,15,25,16,12,-2
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-15,11,13,22,-2,-10,3
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-16,14,16,33,9,-10,2
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-17,10,16,23,4,-11,3
CZ,Czechia,Vysočina Region,,,CZ-VY,,2020-06-18,10,12,-11,0,-15,5
