country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-20,-3,7,19,7,-21,9
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-21,2,8,37,11,-21,8
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-22,-7,6,21,8,-22,8
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-23,-28,7,-29,-1,3,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-24,3,6,29,32,16,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-25,-6,2,-19,-3,-19,10
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-26,2,3,10,8,-16,8
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-27,8,2,36,15,-15,6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-28,-5,5,-10,2,-17,8
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-29,3,5,26,13,-18,6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-30,6,4,63,49,16,-1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-05-31,-3,3,-17,11,15,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-01,13,2,25,14,-13,6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-02,5,0,15,12,-13,6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-03,5,1,24,13,-13,6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-04,0,4,4,10,-14,6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-05,2,9,10,6,-17,6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-06,0,6,42,31,11,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-07,12,3,28,24,18,-1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-08,8,5,20,7,-15,6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-09,11,4,28,11,-13,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-10,4,7,-6,2,-15,7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-11,15,10,50,12,-14,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-12,15,10,81,18,-17,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-13,15,8,118,53,15,-3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-14,8,6,14,17,16,-2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-15,18,7,53,12,-14,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-16,23,9,71,21,-13,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-17,19,9,69,19,-13,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-18,7,8,28,7,-16,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-19,6,6,33,8,-19,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-20,-4,2,20,8,7,0
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-21,21,5,52,33,18,-3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-22,19,5,73,15,-16,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-23,25,10,86,22,-15,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-24,17,11,51,15,-14,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-25,24,13,82,20,-16,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-26,20,11,83,24,-19,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-27,15,6,136,49,11,-5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-28,29,6,101,44,21,-6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-29,15,9,41,4,-19,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-06-30,30,12,109,19,-17,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-01,20,9,115,11,-19,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-02,10,11,73,5,-21,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-03,13,11,117,10,-24,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-04,17,16,187,49,7,-7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-05,43,17,201,50,3,-6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-06,-6,-13,196,-19,-75,14
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-07,21,17,124,11,-26,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-08,11,9,76,-1,-26,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-09,17,9,109,6,-25,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-10,11,7,119,9,-26,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-11,11,15,100,24,4,-4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-12,45,15,168,53,15,-6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-13,26,13,115,9,-24,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-14,29,11,149,15,-24,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-15,22,14,114,10,-23,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-16,18,13,88,2,-24,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-17,15,12,111,5,-26,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-18,20,16,163,40,5,-6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-19,42,16,137,43,11,-6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-20,25,12,125,5,-27,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-21,27,12,145,9,-27,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-22,27,12,166,12,-25,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-23,23,11,156,9,-26,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-24,16,11,146,9,-28,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-25,22,15,187,45,4,-7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-26,33,17,118,37,6,-6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-27,25,13,146,5,-33,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-28,17,10,159,4,-33,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-29,23,13,176,9,-33,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-30,20,10,171,8,-34,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-07-31,11,9,160,4,-35,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-01,14,14,201,42,0,-7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-02,23,13,107,30,2,-5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-03,10,11,57,-11,-34,7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-04,12,9,82,-5,-33,7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-05,27,9,200,11,-32,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-06,24,11,185,8,-33,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-07,12,8,162,4,-34,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-08,14,13,186,38,-1,-7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-09,32,17,150,42,8,-7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-10,15,12,101,0,-30,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-11,25,14,151,5,-29,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-12,26,14,172,8,-29,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-13,23,15,163,6,-30,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-14,12,12,124,4,-31,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-15,24,20,149,41,1,-6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-16,52,21,166,53,10,-7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-17,24,13,,4,-28,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-18,22,14,,4,-27,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-19,28,14,,10,-27,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-20,23,10,,8,-28,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-21,10,6,,6,-32,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-22,12,13,,32,2,-5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-23,44,17,,48,10,-7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-24,24,13,,7,-25,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-25,28,13,,14,-24,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-26,20,12,,9,-23,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-27,21,12,,11,-23,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-28,15,7,,11,-25,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-29,11,12,,33,4,-3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-30,18,12,,27,10,-3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-08-31,21,13,,5,-20,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-01,26,22,,21,-19,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-02,19,14,,24,-14,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-03,18,12,,24,-15,0
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-04,16,12,,25,-16,-2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-05,20,12,,53,7,-4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-06,37,17,,55,13,-5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-07,19,15,,23,-18,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-08,22,17,,27,-18,0
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-09,20,14,,25,-15,0
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-10,14,15,,21,-17,0
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-11,15,14,100,25,-18,-2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-12,22,16,183,62,6,-6
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-13,43,15,162,62,10,-7
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-14,18,15,89,21,-14,0
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-15,22,16,98,24,-14,0
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-16,19,14,94,22,-13,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-17,13,12,76,17,-15,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-18,10,10,84,21,-15,0
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-19,15,13,148,51,6,-3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-20,39,15,137,62,10,-4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-21,15,13,69,18,-14,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-22,17,13,87,21,-13,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-23,9,13,60,17,-9,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-24,9,13,62,17,-10,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-25,-5,10,7,2,-15,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-26,-20,6,-18,-14,-2,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-27,20,31,63,22,-2,0
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-28,-51,-78,22,-41,-78,25
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-29,5,28,11,11,-9,4
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-09-30,7,15,41,15,-6,3
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-01,5,14,42,16,-5,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-02,5,15,40,19,-5,1
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-03,10,15,116,45,8,-2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-04,23,10,98,44,10,-2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-05,-2,9,8,4,-13,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-06,4,13,25,8,-12,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-07,1,13,28,8,-10,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-08,4,15,40,8,-11,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-09,-3,14,40,7,-12,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-10,-21,12,10,-1,2,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-11,-3,8,55,15,4,2
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-12,-4,11,26,-1,-18,8
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-13,1,14,9,-3,-18,8
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-14,-33,4,-26,-28,-28,15
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-15,-25,12,3,-17,-27,13
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-16,-31,9,-5,-22,-28,14
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-17,-38,11,21,-7,-4,8
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-18,-30,3,54,7,-5,5
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-19,-22,7,21,-16,-29,13
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-20,-23,9,35,-13,-30,13
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-21,-13,18,35,-11,-28,12
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-22,-40,2,51,-16,-31,15
CZ,Czechia,Central Bohemian Region,,,CZ-ST,,2020-10-23,-45,4,11,-24,-32,16
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-15,13,15,41,14,1,-2
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-16,6,12,15,6,2,-1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-17,8,6,24,5,3,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-18,9,9,32,7,2,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-19,8,5,11,4,3,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-20,11,5,35,8,2,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-21,7,7,16,7,3,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-22,10,12,32,17,4,-2
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-23,-8,6,-41,3,-1,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-24,4,3,14,6,3,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-25,2,8,-3,2,3,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-26,6,9,11,6,3,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-27,5,11,7,1,3,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-28,3,7,0,3,2,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-02-29,1,6,0,4,4,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-01,0,8,11,6,0,-1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-02,-2,0,7,-4,-6,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-03,-8,-2,-17,-10,-6,2
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-04,0,1,18,-3,-5,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-05,0,-1,13,-3,-6,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-06,-3,2,-11,-8,-6,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-07,-3,5,-12,-5,1,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-08,6,16,38,7,4,-2
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-09,1,2,8,-1,-2,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-10,-1,18,8,6,-2,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-11,-5,8,-7,-17,-15,5
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-12,-5,18,-2,-24,-16,5
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-13,-21,8,-9,-38,-17,8
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-14,-61,14,28,-24,-6,5
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-15,-63,12,25,-37,-12,4
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-16,-59,-11,-18,-48,-26,13
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-17,-65,-23,-7,-51,-33,16
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-18,-65,-18,-1,-55,-35,16
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-19,-66,-22,-10,-59,-39,18
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-20,-68,-17,-26,-65,-39,21
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-21,-81,-25,-58,-69,-32,15
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-22,-81,-32,-49,-72,-33,12
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-23,-63,-21,-20,-59,-40,19
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-24,-65,-21,-9,-59,-41,20
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-25,-63,-20,-8,-57,-40,19
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-26,-64,-20,-20,-58,-41,20
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-27,-64,-17,-5,-61,-40,20
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-28,-76,-24,7,-55,-27,11
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-29,-78,-30,-33,-69,-32,11
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-30,-59,-18,-14,-59,-39,19
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-03-31,-62,-18,-22,-60,-41,20
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-01,-61,-17,2,-54,-39,18
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-02,-59,-17,1,-57,-41,19
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-03,-62,-13,-23,-65,-40,21
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-04,-73,-19,-10,-58,-26,11
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-05,-69,-19,20,-57,-26,7
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-06,-52,-10,19,-55,-40,17
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-07,-63,-2,17,-47,-40,16
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-08,-61,8,22,-43,-40,15
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-09,-48,24,20,-41,-43,14
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-10,-73,-29,19,-65,-77,27
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-11,-65,1,22,-38,-26,7
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-12,-62,1,39,-44,-23,4
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-13,-89,-90,-30,-73,-84,30
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-14,-62,2,-24,-49,-38,17
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-15,-60,-6,-8,-48,-36,16
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-16,-54,-8,12,-45,-36,15
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-17,-56,-5,5,-49,-35,15
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-18,-61,-7,29,-33,-12,6
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-19,-62,-12,0,-48,-20,6
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-20,-51,-5,3,-48,-34,15
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-21,-54,-4,14,-43,-34,14
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-22,-53,-3,18,-45,-33,14
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-23,-51,-2,22,-42,-34,13
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-24,-54,-1,15,-46,-33,13
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-25,-65,-6,-1,-40,-15,7
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-26,-60,-11,18,-41,-18,4
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-27,-40,-3,30,-39,-30,11
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-28,-44,-1,41,-37,-29,9
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-29,-48,6,-22,-45,-30,14
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-04-30,-38,19,14,-36,-31,8
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-01,-67,-34,30,-59,-75,25
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-02,-55,-3,1,-36,-19,7
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-03,-54,-9,1,-42,-15,4
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-04,-42,-3,-1,-42,-26,11
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-05,-45,-1,-3,-41,-27,12
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-06,-42,11,-3,-36,-26,11
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-07,-27,36,38,-30,-28,7
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-08,-66,-79,125,-45,-75,21
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-09,-35,27,135,-5,-8,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-10,-44,11,33,-29,-1,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-11,-30,7,-15,-33,-21,9
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-12,-30,11,0,-28,-20,9
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-13,-28,8,2,-27,-18,8
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-14,-33,0,-28,-31,-20,8
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-15,-34,1,-18,-33,-21,8
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-16,-29,0,41,-11,9,0
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-17,-22,-3,30,-21,10,-1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-18,-23,-4,4,-23,-17,6
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-19,-26,-3,9,-22,-17,6
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-20,-14,1,10,-21,-17,6
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-21,-14,2,6,-24,-18,6
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-22,-19,0,20,-27,-18,6
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-23,-38,3,-35,-31,-1,5
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-24,-31,-2,-14,-29,4,2
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-25,-13,1,-31,-29,-16,7
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-26,-12,-1,-11,-25,-14,6
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-27,-4,-1,25,-16,-13,4
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-28,-13,2,-29,-29,-16,8
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-29,-9,0,24,-22,-16,5
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-30,-11,-2,70,-1,11,-1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-05-31,-18,-1,-21,-24,9,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-01,-1,-1,18,-17,-11,4
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-02,-11,-2,-6,-19,-11,5
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-03,-2,-1,30,-12,-11,3
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-04,-11,-1,-8,-18,-13,5
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-05,-9,7,-9,-28,-14,5
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-06,-15,2,24,-8,9,1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-07,-9,-1,11,-14,11,-1
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-08,-1,4,-7,-22,-14,5
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-09,-2,2,24,-16,-12,4
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-10,-4,5,-1,-18,-12,4
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-11,5,5,62,-14,-11,3
CZ,Czechia,Hradec Králové Region,,,CZ-KR,,2020-06-12,-1,6,104,-17,-14,2
